result,desc
0117.jpg,사귀는 사람이 있다면 처음에는 마음이 갈라져서 서로 의견다툼이 생길 수 있습니다. 그렇다고 헤어질때는 아니므로 결국에는 다시 화해를 하게 될 것입니다.그러므로 서로에게 크게 상처를 주는 말은 하지 않아야 나중에 후회가 없겠지요?또한 마음이 자꾸 다른 이성에게 가는 날이기도 합니다. 마음단속을 해야할 때입니다.
0118.jpg,"사랑에 대한 확신이 생기지 않아서 혼란스러운 마음이지만조건은 괜찮은 편이라 이러지도 저러지도 못하는 날입니다.사랑을 쫓을 것인지, 조건을 쫓을 것인지를 냉정하게 생각해 봐야 할 때입니다.또한, 마음에 확신이 없으니 다른 이성에게 마음이 갈 수도 있습니다. 무엇보다 중요한 것이 진심어린 사랑일 것입니다."
0119.jpg,오래된 연인 처럼 마음이 무덤덤해지는 날이고그러다 보니 다른 이성을 만나보려는 마음도 들고 일탈을 꿈꾸게 됩니다.하지만 마음만 굴뚝같지 실제로는 움직이지도 않고 헤어지지도 않을 것입니다.혼자만 고민할 것이 아니라 서로 마음을 합해서 여행을 간다든가 재밌는 일을 만들어 보는 것은 어떨까요?
0120.jpg,"현재의 연애도 만족스럽지만 ,일탈을 꿈꾸게도 되는 날입니다.다른 이성을 만나서 바람을 피울 수도 있을 것입니다.하지만 상대방이 당신을 사랑하는 마음이 크므로 헤어질 단계는 아닙니다. 나중에 후회하지 말고 서로에게 충실해야 할 것입니다.연인과 같이 재밌는 추억거리를 만들러 여행을 떠나보는 것도 좋을 것입니다."
0121.jpg,"애정운이 좋지 못한 날입니다.우울한 마음이 들어서 데이트하러 나가기가 싫고, 데이트를 한다해도 재미없게 지내게 될 것입니다.다른 사람에게 관심이 가기도 하지만 곧 실증을 느끼게 될 것입니다.오늘은 데이트 보다는 혼자 영화를 본다든가 명상을 하면서 자신의 마음을 돌아보는 것도 좋을 것입니다."
0122.jpg,애정운은 아주 좋은 날입니다. 쏠로를 고집하는 당신이라도 새로운 이성을 만나고 싶은 마음이 들고 설레이는 날입니다. 하지만 이미 사귀는 이성이 있는 당신에게도 연애감정이 넘쳐서 다른 이성을 만나고 싶은 마음도 들 수 있습니다.다른 이성과의 만남은 어디까지나 물거품같은 즐거움일 것입니다. 좋은 날을 허비하지 말고 사랑하는 연인과 행복한 추억을 만들어 보는 것은 어떤가요?
0123.jpg,"현재 사귀고 있는 연인보다는 다른 이성에게 마음이 끌리는 날입니다.유흥에 빠질 수도 있고, 부적절한 만남을 가질 수도 있습니다.가볍게 지나갈 수도 있지만 자칫하면 나중에 후회할 일이 생길 수도 있습니다. 마음단속을 잘 하셔야 할 때입니다."
0124.jpg,"현재 만나는 이성이 양에 차지 않게 느껴지는 때입니다.더 괜찮은 사람이 없나,, 주위를 둘러 보고 다른 이성에게 마음이 뺏기기도 하지만사실은 그 분이 현재로서는 가장 잘 맞는 사람일 수 있습니다.이성에 대한 눈만 높인다고 더 괜찮은 사람을 만나게 되는 것은 아니고 당신의 수준을 더 높이는 것이 우선되어야겠습니다."
0125.jpg,"무난한 사람을 만나서 무난하게 지내고 있다보니심심하게 지낼 수 있고, 권태기를 느낄 수도 있을 때입니다.자칫하면 다른 이성에게 눈길이 갈 수도 있습니다.그래봤자 남의 떡입니다. 다른 사람에게 마음을 뺏기느라 시간만 허비하지 말고 연인끼리 재밌는 추억을 만들어 가보는 것은 어떨까요?"
0126.jpg,"현재 만나는 이성은 성실하고 착한 분이라서 오래 만날 수 있고, 결혼도 생각할 정도의 괜찮은 사람입니다. 그러나 약간은 소심하고 우유부단 하여 매력을 느끼지 못할 수도 있습니다. 그래서 다른 이성에게 눈길이 가기도 할 것입니다.그러나 다른 사람을 만나봤자 현재의 연인보다 더 괜찮은 사람을 만나기는 힘들 것입니다.상대방에게 충실하는 하루가 되시길 바랍니다."
0127.jpg,아주 멋진 사람을 만나고 있긴 하지만 서로 마음이 안맞아서 갈등이 생길 수 있는 날입니다.서로 자존심이 강해서 다툼이 생길 수도 있습니다. 그러다 보니 다른 이성에게 마음이 끌리기도 하겠습니다.그러나 현재의 연인보다 더 괜찮은 사람을 만나기는 힘들 것입니다. 나중에 후회하지 말고 자존심을 낮추고 사랑하는 마음으로 상대방을 바라보시기 바랍니다.
0128.jpg,새로운 사람을 만날 수 있는 날입니다.하지만 상대방에게 집중이 안되서 연인으로까지는 발전하지 못하고 친구정도로만 지낼 수 있을 것입니다.누구를 만나도 진지한 마음이 생기지 않고 가볍게 만나려는 마음을 갖고 있으니 연애가 잘 되지 않을 것입니다. 한 사람을 만나서 서로 아껴주고 배려하고 사랑하는 사이로 지내는 것이 진정한 행복이 아닐까 합니다. 진지하게 이성을 만나보려 노력해 보시기 바랍니다.
0129.jpg,현재 만나고 있는 연인과 결별할 마음을 갖게 될 수 있습니다. 또한 다른 이성에게 마음이 끌리기도 할 것입니다.그러나 마음만 있을 뿐 실제로 이별하지는 못하고 우유부단하게 행동할 뿐입니다.진심으로 사랑하는 마음이 남아있는지를 냉정하게 돌아보는 하루가 되시길 바랍니다.
0130.jpg,"현재도 즐겁게 만나고 있는 연인이 있으면서괜실히 다른 이성에게 끌릴 수 있는 날이 되겠습니다.그러나 현재 만나고 있는 분과 인연이 깊고 , 아직은 헤어질 단계가 아닙니다. 한눈팔지 말고현재의 연인에게 충실한 하루가 되시길 바랍니다."
0131.jpg,연인과 다툼이 생길 수 있는 날입니다.다른 이성에게 마음이 뺏긴 것을 눈치챘기 때문입니다.상대방은 현실적이고 야무진 사람이므로 어설픈 대응은 오히려 갈등만 불러 올 수 있습니다.솔직하게 상대방에게 마음을 전달하는 것이 다툼 발생을 막는 길이 아닐까 합니다.
0132.jpg,"현재 사귀고 있는 이성과 계속 만나야 할지 헤어져야 할지 혼란스러운 날입니다. 다른 이성에게 마음이 가게 될 수도 있습니다. 한 사람에게 마음을 주지 못하고 이 사람 저사람을 만나게만 되는데, 그러면 그럴 수록 점점 더 한 사람과 오래가기는 힘들 것입니다. 한 사람을 만나서 알콩달콩 행복을 쌓아가는 재미를 느껴보는 것은 어떤가요?"
0133.jpg,현재 만나는 연인끼리 권태기에 들어설 수 있는 날입니다.괜한 일로 다투게 될 수도 있습니다.또한 다른 이성때문에 마음이 흔들릴 수도 있습니다. 그러나 아직은 헤어질 정도로 애정이 식은 것은 아니므로 두 사람이 처음만났던 장소에서 데이트를 해 본다든가 추억을 되살려 보는 것도 식은 애정을 살릴 좋은 방법일 것입니다.
0134.jpg,"상대방은 적극적인데 반해 , 당신의 마음이 점점 식어가겠습니다. 그러다 보니 다른 이성에게 관심이 더 가는 때이기도 합니다.억지로 만남을 갖기 보다는 얼마정도 떨어져서 각자의 소중함을 생각해 보는 것도 두 사람의 관계를 정리하는데 도움이 될 것입니다."
0135.jpg,"자칫하면 이별할 수 있는 위기가 오겠습니다.그러나 별일도 아닌 것이 발단이 될 수 있으니상대방의 자존심을 건드린다거나 , 상대방을 가볍게 보는 실수는 하지 않는 것이 좋겠습니다.또한 다른 이성에게 마음이 갈 수도 있는 때입니다. 자칫 바람을 피울 수도 있습니다. 나중에 후회할 일이 생길 수 있으니 경거망동하지 말고 신중하게 행동해야 할 것입니다."
0136.jpg,새로운 인연을 만들어가고 있는 중이라면 가까워질 수 있는 좋은 기회입니다.보다 재밌는 이벤트를 준비하시는 것이 좋겠습니다.마술쇼를 보러 가는 것도 좋은 방법중 하나이겠습니다.그러나 오래된 연인사이라면 다른 이성에게 눈길이 가는때입니다. 그러나 헤어지는 단계는 아니므로 신중하게 행동해야 할 것입니다.
0137.jpg,"뜻하지 않게 새로운 이성을 만날 수 있는 때입니다. 그러나 너무 빨리 가까워지려한다면 조심하시기 바랍니다.무조건 가까워지는 것이 능사는 아니고서로 잘 통하는 사이인지, 상대방이 무엇을 원하는지를 신중하게 판단하신 다음에 대쉬를 하는 것이 좋습니다."
0138.jpg,상대방이 나름대로 괜찮은 사람이지만 당신을 붙잡기에는 역부족입니다.점점 애정지수가 낮아져서 친구같은 관계로 지내게 될 수 있습니다. 자칫하면 오늘은 결별을 생각할 수도 있습니다. 그러나 정리가 되지 않은 상태에서 다른 이성이 나타날 수 있습니다. 한 사람에게 마음이 집중되지 못하니 더욱더 혼란스러워질 수 있습니다. 교통정리를 잘 하시어 한 사람에게 마음을 줄 수 있도록 해야할 것입니다.
0139.jpg,현재 만나고 있는 이성이 당신에게는 무난하고 괜찮은 사람입니다.나름대로 당신에게 최선을 다하는 사람이기도 합니다.그러나 양에 차지 않는다는 생각을 하게 되서 다른 사람을 만나보려는 마음도 들 것입니다.그러나 아직은 헤어질 단계는 아니고 그나마 현재의 연인이 가장 낫다는 것을 알게되기도 할 것입니다.
0140.jpg,현재 만나고 있는 이성이 결혼까지도 생각할 정도로 멋지고 성실한 분입니다.그에 반해 당신은 좀 가볍게 생각하고 있거나 다른 이성을 만나보려는 마음도 들 것입니다.그러나 현재의 연인보다 더 괜찮은 사람을 만나기는 힘들 것입니다. 괜히 마음만 들썩이지 말고 현재의 연인에게 충실하시기 바랍니다.
0141.jpg,아주 멋진 최고의 이성을 만날 수 있는 날입니다. 또한 현재 연인이 있다면 그 분보다 더 괜찮은 사람을 만나기는 힘들정도로 멋진 분일 것입니다.그러나 자존심은 무척 강해서 다툼이 생길 수도 있습니다. 그러다 보니 다른 이성을 만나보려는 마음도 들것입니다. 하지만 양에 차는 사람을 만나기는 힘들 것입니다.괜한 자존심 싸움을 벌려서 시간만 낭비하지 말고 서로 아껴주고 사랑하시길 바랍니다.
0142.jpg,현재 만나고 있는 이성과 서로 편안하게 만나는 사이지만 너무 편안하다 보니 밋밋한 관계가 될 수있는 날입니다.친구란 생각이 들어 다른 사람을 만나보려는 마음도 들겠습니다.그러나 서로 애정표현을 제대로 안한 것은 아닌지요?분위기 있고 낭만적인 곳에서 데이트를 즐겨보신다면 훨씬 더 가까워지는 사이가 될 것입니다.
0143.jpg,"만나고 있는 사람이 있다 하더라도 서로 맞지 않는다는 생각에 다른 이성을 만나보려는 마음이 드는 날입니다.그러나 너무 빠른 결정은 아닌지 신중하게 생각해봐야 할 것입니다. 상대방에 대해서 다 알지 못하기 때문입니다. 감춰진 매력을 찾아가는 것도 연애를 즐기는 한 부분일 것입니다. 또한, 자신은 상대방에게 어떻게 비춰질지요? 매력을 가꿔야 할 때입니다."
0144.jpg,현재 만나고 있는 연인이 있다고 해도다른 이성친구와 더 잘 통하는 사이가 될 수 있는 날입니다. 자칫하면 오해를 불러 다툼이 생길 수 있는 날이니 관계 정리를 잘 하시기 바랍니다. 아무리 친해봤자 남의 떡이랍니다. 현재의 연인에게 충실한 하루가 되시길 바랍니다.
0145.jpg,"서로 맞지 않는 커플이라 생각되어서 다른 사람을 만나볼까,, 하는 마음이 생기지만헤어질 단계는 아니어서 다른 이성친구를 만나서 대신 위로받으려 할 수도 있습니다.그렇게 되면 연인과의 관계는 더욱더 악화만 될 것입니다.문제가 있다면 직접 대화를 하면서 풀어야 하지 않을까요?"
0146.jpg,현재 사귀는 이성끼리 의견과 성격이 맞지 않는 것 같아서 혼란스러운 날입니다.그래서 다른 사람을 만나볼까 하는 마음도 들지만아직은 헤어질 단계는 아니어서 마음만 더 힘들 뿐입니다.서로 다른 사람끼리 만났으니 성격과 의견이 다른 것은 어쩌면 당연한 것이 아닐까요?서로 다른 성격을 덮어주고 감싸줄 수 있는 힘은 오로지 사랑일 것입니다.
0147.jpg,"권태기가 올 수 있는 날입니다.의견도 성격도 맞지 않는 것 같아서 사랑하는 감정이 점점 없어지겠습니다.두 사람 사이에 목표나 미래가 없어서 더욱더 거리감을 느끼는 것일 수 있습니다. 같이 즐길 수 있는 취미생활을 해 본다든가, 같이 여행을 가서 추억을 쌓아보는 것도 좋을 것입니다."
